u,v,w
332,334,51.1676
334,332,46.5836
387,399,21.8202
399,387,24.1667
23,236,24.3196
236,23,26.8940
132,147,55.9456
147,132,54.6037
201,277,82.5600
277,201,89.5857
88,364,59.7035
364,88,52.4157
130,219,66.0621
219,130,72.9004
173,170,92.4399
170,173,73.1679
82,62,9.5024
62,82,10.1642
281,74,39.0728
74,281,45.7146
343,232,54.0144
232,343,53.2169
112,323,53.0403
323,112,53.5897
329,373,51.5471
373,329,54.3505
60,115,73.4552
115,60,68.4777
113,81,85.7528
81,113,66.7298
70,82,37.0635
82,70,37.1590
309,113,65.3368
113,309,54.9759
78,275,24.3873
275,78,27.5391
124,66,17.7482
66,124,21.6331
49,168,96.0025
168,49,93.6583
355,83,26.2133
83,355,25.2051
380,214,62.0876
214,380,57.8386
47,195,15.2758
195,47,16.2476
316,171,67.0936
171,316,71.8143
36,48,13.5239
48,36,14.0367
353,346,74.4373
346,353,66.8612
166,277,66.8085
277,166,70.0260
275,16,28.4560
16,275,25.0866
274,350,16.7708
350,274,14.4209
206,201,55.9326
201,206,51.5999
283,115,63.1708
115,283,64.7894
356,349,48.6591
349,356,48.5523
245,16,42.2695
16,245,41.3207
90,326,48.5721
326,90,50.7116
250,39,51.0988
39,250,50.0095
299,83,32.6844
83,299,39.2916
399,360,101.8290
360,399,85.8899
115,216,74.0073
216,115,71.8695
226,274,46.5509
274,226,59.8590
399,256,84.2323
256,399,85.1935
291,116,94.1031
116,291,85.0057
41,1,84.4518
1,41,94.2167
314,13,77.0664
13,314,73.8405
44,348,12.3502
348,44,12.7835
338,82,57.3066
82,338,45.2220
196,0,52.8135
0,196,56.3376
273,231,55.6276
231,273,59.2545
317,12,62.1296
12,317,56.0648
267,234,18.5186
234,267,16.8478
144,143,43.0937
143,144,46.5722
52,268,40.4425
268,52,46.7189
149,380,62.7979
380,149,71.8219
162,168,36.7154
168,162,32.7244
310,52,38.7383
52,310,45.5835
130,72,89.5555
72,130,92.3894
4,40,51.4272
40,4,41.7358
194,134,71.4156
134,194,61.2907
366,74,88.9416
74,366,76.4038
69,180,21.4823
180,69,17.0314
375,215,57.2610
215,375,59.5791
261,247,26.2859
247,261,22.1771
97,130,73.2628
130,97,85.6310
138,197,6.3443
197,138,7.1345
191,293,13.6628
293,191,13.5304
138,144,62.6092
144,138,70.1304
31,375,95.1830
375,31,77.8864
235,383,35.0747
383,235,34.2843
287,42,63.0415
42,287,68.5981
259,126,31.7963
126,259,29.4710
252,346,6.8017
346,252,5.3812
216,60,78.2029
60,216,71.3216
234,392,28.8611
392,234,32.7942
82,66,76.7474
66,82,82.0668
396,294,25.1026
294,396,24.6629
239,230,74.3211
230,239,83.2367
182,207,116.4665
207,182,111.2637
296,145,88.7583
145,296,99.2567
246,254,64.0668
254,246,56.4323
122,152,28.9763
152,122,29.2049
303,171,68.6549
171,303,63.5209
27,348,51.2899
348,27,45.2539
357,370,33.2023
370,357,37.9915
28,187,37.6053
187,28,39.1947
363,272,36.4833
272,363,40.5380
310,347,37.1056
347,310,44.7359
225,104,56.3408
104,225,58.6746
350,172,45.5276
172,350,41.9541
265,36,19.9484
36,265,21.2101
113,290,73.3361
290,113,66.6785
18,238,23.4464
238,18,25.0054
124,45,25.0511
45,124,23.1378
313,103,56.1047
103,313,58.3060
126,311,35.0373
311,126,39.1994
193,97,73.5211
97,193,80.8481
109,199,64.6831
199,109,61.9625
357,242,66.6749
242,357,62.4135
56,352,77.1473
352,56,76.2678
38,353,36.4214
353,38,43.9963
178,327,31.6335
327,178,31.0809
48,183,59.7719
183,48,53.5438
23,43,46.9516
43,23,42.0005
292,157,8.8606
157,292,11.3732
112,54,39.6206
54,112,38.9095
92,275,52.4083
275,92,52.0538
114,111,43.9412
111,114,46.3352
362,344,57.6220
344,362,57.0248
211,395,62.8416
395,211,64.5715
158,163,18.1170
163,158,16.0043
250,293,36.6341
293,250,42.0526
356,257,37.6457
257,356,39.0522
313,261,35.3472
261,313,41.7885
4,69,65.4660
69,4,65.4193
379,241,47.6343
241,379,57.3806
209,22,13.7918
22,209,12.5974
186,334,72.2650
334,186,75.2135
79,59,32.6099
59,79,28.8235
62,263,41.6604
263,62,49.8998
93,293,51.5622
293,93,50.1140
187,182,116.8678
182,187,112.6336
22,121,67.6612
121,22,57.5937
356,99,25.2887
99,356,23.1978
27,236,42.6281
236,27,55.4203
115,130,89.9935
130,115,116.0779
58,120,82.0500
120,58,86.4593
380,94,31.3517
94,380,29.2567
296,244,79.4705
244,296,78.6527
159,208,61.0479
208,159,51.5015
249,104,53.4539
104,249,64.2619
387,60,63.8223
60,387,57.2341
302,335,98.2914
335,302,81.2372
167,29,78.9703
29,167,82.0683
221,343,14.0752
343,221,14.1107
200,141,96.0272
141,200,82.9829
276,57,44.8048
57,276,49.1902
266,272,19.0570
272,266,15.2574
264,332,41.5503
332,264,48.8722
337,261,26.6563
261,337,26.7086
203,96,93.5994
96,203,89.7020
323,72,48.8271
72,323,59.0791
296,30,41.0708
30,296,46.4387
244,371,67.1775
371,244,80.4884
376,196,82.9786
196,376,70.0852
329,72,22.2720
72,329,26.0661
256,44,65.5763
44,256,66.6715
108,238,73.3076
238,108,78.6683
257,1,75.6955
1,257,70.4699
239,227,94.5661
227,239,92.2181
333,290,49.5217
290,333,49.6885
7,192,36.0659
192,7,38.9186
208,344,59.1369
344,208,45.3863
367,83,54.7537
83,367,50.4138
107,196,111.0547
196,107,111.8329
287,389,97.9056
389,287,85.3826
353,238,49.1352
238,353,54.4388
88,154,96.6680
154,88,93.4799
307,294,36.6804
294,307,33.8381
355,127,13.3788
127,355,13.3421
93,25,4.5742
25,93,4.7113
362,331,86.7969
331,362,104.2420
73,135,24.7736
135,73,29.6362
81,62,74.1781
62,81,86.9942
92,337,54.6297
337,92,59.4209
323,3,18.3998
3,323,23.9594
319,12,42.6506
12,319,41.2991
34,145,74.8884
145,34,79.0376
230,68,33.4396
68,230,42.0767
147,17,35.7481
17,147,37.9365
86,213,21.2730
213,86,24.7827
260,189,37.3819
189,260,32.3485
349,272,34.0849
272,349,31.7301
285,336,23.1913
336,285,20.3950
42,126,90.9099
126,42,82.1479
335,271,31.5902
271,335,27.7223
114,4,42.1216
4,114,45.3663
38,62,43.2605
62,38,45.2360
90,251,80.3317
251,90,68.5467
67,307,21.5490
307,67,21.5574
9,265,62.5541
265,9,49.7700
303,204,19.4003
204,303,17.5924
312,169,23.2066
169,312,24.6497
152,262,93.2832
262,152,74.5545
259,64,67.1454
64,259,74.7032
171,261,70.8221
261,171,67.6289
69,214,103.0058
214,69,111.0693
20,263,59.8239
263,20,56.5829
231,291,71.6488
291,231,79.8324
197,211,47.1982
211,197,40.8930
249,90,28.3063
90,249,28.9489
218,208,14.0570
208,218,12.3330
338,354,31.7903
354,338,32.4095
304,390,20.0662
390,304,21.4016
16,176,5.6593
176,16,5.4515
11,173,148.5517
173,11,138.5197
345,143,49.9430
143,345,57.3322
223,46,44.7600
46,223,54.3449
146,313,15.9184
313,146,14.9404
366,53,52.8481
53,366,52.6820
19,359,44.2674
359,19,46.7380
10,253,87.6739
253,10,79.8293
49,223,58.9835
223,49,58.6974
245,236,40.7365
236,245,32.8907
127,353,38.0559
353,127,37.0574
188,333,88.7294
333,188,90.7402
45,71,80.8011
71,45,85.3822
376,122,47.9533
122,376,48.2610
82,227,102.0491
227,82,83.7161
46,234,78.1815
234,46,85.3212
270,108,5.6544
108,270,5.4684
66,270,83.7569
270,66,93.3624
256,135,24.8678
135,256,27.3034
60,248,81.9092
248,60,65.9237
203,59,72.8232
59,203,76.0049
87,237,42.1114
237,87,42.8161
210,91,33.4826
91,210,34.8758
68,265,10.6441
265,68,10.5509
71,41,30.9525
41,71,31.2578
289,341,61.2719
341,289,68.9639
173,78,67.8675
78,173,75.3259
324,325,59.4543
325,324,63.4770
231,373,86.9340
373,231,71.9057
194,236,45.5336
236,194,55.0613
82,308,13.9789
308,82,16.6586
335,205,18.2917
205,335,16.1612
48,65,38.4188
65,48,38.3863
354,234,67.5694
234,354,62.7462
174,300,52.7388
300,174,58.9327
126,210,99.2151
210,126,97.4593
53,168,82.5711
168,53,88.6353
312,201,71.8691
201,312,79.7574
387,352,37.0147
352,387,37.5529
130,38,53.8079
38,130,53.7659
199,6,22.4310
6,199,27.3093
200,272,65.2806
272,200,68.6570
352,27,28.4762
27,352,23.2134
369,357,102.6132
357,369,99.7238
167,233,5.9795
233,167,6.3390
384,262,12.8319
262,384,13.7935
63,348,63.5823
348,63,66.7491
313,136,41.0641
136,313,38.7120
386,63,89.0630
63,386,83.9936
269,309,26.6832
309,269,28.6607
348,172,80.3971
172,348,66.3819
314,147,46.5569
147,314,55.2892
137,389,76.3286
389,137,75.1045
176,99,12.8900
99,176,12.9296
107,205,78.2400
205,107,74.5424
26,342,22.0266
342,26,18.8931
27,39,50.1636
39,27,50.3805
52,129,84.4059
129,52,82.5755
234,238,51.9734
238,234,48.1807
195,91,29.4673
91,195,29.5661
301,374,112.8104
374,301,95.2984
107,212,110.4087
212,107,112.5455
268,76,46.3965
76,268,45.5914
146,237,12.6384
237,146,16.0652
138,140,35.1292
140,138,34.1802
124,270,77.0093
270,124,83.0344
374,34,45.5519
34,374,47.3038
64,292,64.6972
292,64,69.0872
367,239,83.0586
239,367,80.2706
390,132,34.0367
132,390,33.1558
92,18,20.4561
18,92,17.9204
3,123,36.4901
123,3,34.1715
195,170,38.0383
170,195,36.1623
249,395,72.0143
395,249,68.1845
6,291,100.0460
291,6,88.0492
126,369,93.5919
369,126,97.0431
10,291,82.0255
291,10,98.2223
236,293,32.7055
293,236,34.7643
141,386,16.1435
386,141,16.1117
161,129,16.1929
129,161,15.6095
331,11,115.0188
11,331,106.9653
184,279,94.2332
279,184,90.6218
298,268,19.7595
268,298,24.9692
274,240,51.4915
240,274,50.6258
325,57,59.1163
57,325,59.4204
136,139,45.3053
139,136,46.8743
324,211,10.4913
211,324,10.3949
36,231,35.0755
231,36,31.8758
76,19,14.6405
19,76,11.8123
145,37,28.6054
37,145,33.5527
205,123,90.3221
123,205,77.5816
227,19,64.4502
19,227,57.2155
94,101,47.0034
101,94,38.2410
259,66,4.1159
66,259,4.2365
369,314,45.9638
314,369,41.8411
224,87,25.7460
87,224,27.3601
267,62,80.8208
62,267,91.5527
283,32,52.8138
32,283,53.5524
208,74,63.1489
74,208,71.8108
292,91,54.8927
91,292,56.6920
88,243,44.7101
243,88,42.9696
300,23,63.7944
23,300,77.1687
250,297,12.5350
297,250,13.5835
281,207,53.1720
207,281,57.4436
385,136,9.4935
136,385,9.8061
387,292,52.3863
292,387,43.1052
213,261,74.5982
261,213,86.0537
344,364,76.3254
364,344,79.8057
237,362,46.4891
362,237,49.0545
163,187,60.7843
187,163,68.4745
188,293,17.8045
293,188,18.4045
311,398,75.7160
398,311,70.9247
127,237,21.8176
237,127,22.1485
300,181,55.7067
181,300,50.7307
147,155,43.0778
155,147,48.0772
174,152,63.4905
152,174,66.2987
165,229,81.5906
229,165,91.7627
82,13,113.3747
13,82,106.0023
143,12,60.1000
12,143,58.5789
105,252,60.8789
252,105,69.5166
65,0,65.6305
0,65,55.6159
303,207,37.0365
207,303,39.3307
145,0,49.0898
0,145,49.7941
306,159,49.8657
159,306,59.0757
40,190,22.1033
190,40,27.2610
310,246,52.3780
246,310,54.5201
317,216,84.7905
216,317,85.3664
287,189,82.6533
189,287,69.4831
22,197,45.0337
197,22,34.8719
221,398,13.4020
398,221,13.0006
360,95,75.2828
95,360,76.2692
374,321,39.7719
321,374,42.7485
348,306,24.6295
306,348,26.3298
199,322,58.0362
322,199,60.3723
59,123,63.4342
123,59,82.2324
114,387,85.6757
387,114,88.4926
191,23,9.9147
23,191,10.7597
350,342,11.4727
342,350,11.8601
164,241,20.8300
241,164,22.2080
183,146,83.3149
146,183,86.2839
77,389,105.4138
389,77,103.3775
301,77,53.0775
77,301,47.7205
377,355,72.9414
355,377,89.8994
123,264,44.2600
264,123,44.1185
60,2,46.1630
2,60,50.2982
104,341,33.1261
341,104,31.4334
196,171,36.2479
171,196,37.8192
30,289,81.4058
289,30,78.1201
48,308,47.1114
308,48,44.4221
295,91,47.8869
91,295,39.8619
42,10,82.6984
10,42,92.9755
397,174,57.9239
174,397,56.5767
277,145,59.3896
145,277,56.5139
373,149,58.4025
149,373,68.2860
170,38,62.1121
38,170,61.5103
24,216,13.2916
216,24,11.2324
368,159,64.1496
159,368,73.1469
152,224,41.3189
224,152,45.3421
137,384,28.9793
384,137,35.8623
123,340,56.7292
340,123,55.5672
148,92,40.6450
92,148,34.9990
29,163,73.8412
163,29,85.7762
200,168,62.6161
168,200,64.1778
186,349,77.3295
349,186,76.4225
332,198,45.9518
198,332,43.2824
91,285,39.6392
285,91,40.5966
176,76,12.6519
76,176,11.4522
288,267,67.5040
267,288,69.0363
147,1,71.7365
1,147,58.8994
28,72,83.0599
72,28,66.4533
142,332,27.8927
332,142,34.5554
294,116,108.1556
116,294,110.9007
7,20,100.1962
20,7,103.6647
290,70,78.6353
70,290,90.2019
299,43,30.2520
43,299,36.4133
137,370,35.7675
370,137,35.1027
34,7,36.9605
7,34,38.7513
378,30,22.4780
30,378,25.9468
38,176,33.0702
176,38,30.6126
182,240,10.9501
240,182,12.5219
25,388,32.5771
388,25,36.5188
346,395,96.8146
395,346,87.7697
369,142,25.0536
142,369,25.1803
38,218,45.2689
218,38,40.3011
38,264,49.2664
264,38,48.1296
250,213,42.0475
213,250,49.5347
249,156,38.0499
156,249,38.3059
112,398,57.2399
398,112,49.9349
36,399,52.2810
399,36,44.4717
352,326,21.7721
326,352,17.9362
140,243,40.7241
243,140,36.0475
308,322,69.9263
322,308,78.9170
130,220,82.6059
220,130,74.1032
186,211,36.9538
211,186,40.7413
64,95,91.3058
95,64,103.2936
237,253,39.1945
253,237,37.6149
364,90,85.2819
90,364,97.5802
154,77,52.9731
77,154,55.6164
361,49,55.9291
49,361,57.9279
296,166,28.0941
166,296,26.9137
131,105,36.5184
105,131,36.5723
24,327,106.1030
327,24,90.2721
137,198,47.1161
198,137,42.6311
277,8,90.5189
8,277,83.5294
195,132,39.0483
132,195,45.6102
74,398,30.7185
398,74,34.5833
98,143,19.8259
143,98,21.6246
377,100,89.2062
100,377,101.0389
312,113,109.9158
113,312,119.2207
68,17,35.2009
17,68,36.5404
255,31,76.3230
31,255,84.0048
112,392,96.8771
392,112,96.8772
79,270,85.1126
270,79,82.2330
233,298,86.9762
298,233,87.8607
317,243,51.7128
243,317,50.5008
79,15,44.8320
15,79,50.3044
246,339,62.7463
339,246,70.7294
177,252,54.4003
252,177,59.3780
354,129,21.5987
129,354,20.8282
380,194,55.9760
194,380,58.4644
111,204,53.4192
204,111,58.6107
169,249,56.8815
249,169,61.3856
83,53,31.9158
53,83,34.2038
220,365,47.0272
365,220,49.6440
65,11,96.3992
11,65,113.9596
187,185,48.5000
185,187,44.1695
397,105,33.0025
105,397,31.9948
246,251,25.7933
251,246,22.7869
211,149,57.3122
149,211,58.1038
76,101,60.5187
101,76,56.2938
241,131,64.8761
131,241,59.2616
